utt,spk,partner,logmel_l1,snr_db
p38_u37,p38,ce10.0,0.7537,5.54
p38_u37,p38,demucs,0.3635,-5.54
p38_u37,p38,tstnn,0.429,-5.53
p38_u38,p38,ce0.0,0.2929,12.27
p38_u38,p38,ce10.0,0.8074,5.43
p38_u38,p38,demucs,0.3884,-5.67
p38_u38,p38,tstnn,0.4345,-5.48
p38_u39,p38,ce0.0,0.2952,11.05
p38_u39,p38,ce10.0,0.7832,5.64
p38_u39,p38,demucs,0.4101,-5.87
p38_u39,p38,tstnn,0.4458,-5.81
p38_u40,p38,ce0.0,0.2792,11.56
p38_u40,p38,ce10.0,0.7382,5.83
p38_u40,p38,demucs,0.3838,-5.19
p38_u40,p38,tstnn,0.3803,-5.56
p38_u41,p38,ce0.0,0.2845,12.05
p38_u41,p38,ce10.0,0.756,5.86
p38_u41,p38,demucs,0.3836,-5.99
p38_u41,p38,tstnn,0.4103,-6.06
p38_u42,p38,ce0.0,0.2913,12.2
p38_u42,p38,ce10.0,0.7727,5.45
p38_u42,p38,demucs,0.4741,-5.67
p38_u42,p38,tstnn,0.4874,-5.48
p38_u43,p38,ce0.0,0.2943,12.01
p38_u43,p38,ce10.0,0.7505,6.08
p38_u43,p38,demucs,0.3806,-5.68
p38_u43,p38,tstnn,0.3886,-5.67
p38_u44,p38,ce0.0,0.3172,12.07
p38_u44,p38,ce10.0,0.7569,6.16
p38_u44,p38,demucs,0.4399,-6.07
p38_u44,p38,tstnn,0.4586,-6.09
p38_u45,p38,ce0.0,0.3161,12.02
p38_u45,p38,ce10.0,0.8156,5.74
p38_u45,p38,demucs,0.4664,-5.73
p38_u45,p38,tstnn,0.4753,-5.54
p38_u46,p38,ce0.0,0.3169,11.79
p38_u46,p38,ce10.0,0.8413,5.7
p38_u46,p38,demucs,0.3929,-5.9
p38_u46,p38,tstnn,0.4844,-5.58
p38_u47,p38,ce0.0,0.2956,12.33
p38_u47,p38,ce10.0,0.745,5.58
p38_u47,p38,demucs,0.3662,-5.75
p38_u47,p38,tstnn,0.4144,-5.67
p38_u48,p38,ce0.0,0.2873,13.55
p38_u48,p38,ce10.0,0.7796,5.6
p38_u48,p38,demucs,0.4372,-6.15
p38_u48,p38,tstnn,0.4381,-5.31
p38_u49,p38,ce0.0,0.303,12.56
p38_u49,p38,ce10.0,0.8057,5.57
p38_u49,p38,demucs,0.4193,-6.13
p38_u49,p38,tstnn,0.4591,-5.85
p38_u50,p38,ce0.0,0.2812,12.72
p38_u50,p38,ce10.0,0.771,5.85
p38_u50,p38,demucs,0.4415,-5.63
p38_u50,p38,tstnn,0.4407,-5.75
p38_u51,p38,ce0.0,0.3284,11.13
p38_u51,p38,ce10.0,0.7942,5.49
p38_u51,p38,demucs,0.4786,-5.92
p38_u51,p38,tstnn,0.4702,-5.73
p38_u52,p38,ce0.0,0.3403,11.88
p38_u52,p38,ce10.0,0.8705,6.03
p38_u52,p38,demucs,0.4762,-5.77
p38_u52,p38,tstnn,0.508,-5.77
p38_u53,p38,ce0.0,0.2995,12.65
p38_u53,p38,ce10.0,0.8283,5.75
p38_u53,p38,demucs,0.436,-5.17
p38_u53,p38,tstnn,0.4548,-5.55
p38_u54,p38,ce0.0,0.3253,12.22
p38_u54,p38,ce10.0,0.7694,6.0
p38_u54,p38,demucs,0.4327,-5.69
p38_u54,p38,tstnn,0.4605,-5.87
p38_u55,p38,ce0.0,0.3001,11.9
p38_u55,p38,ce10.0,0.7374,5.51
p38_u55,p38,demucs,0.4379,-5.6
p38_u55,p38,tstnn,0.3994,-5.6
p38_u56,p38,ce0.0,0.3242,12.22
p38_u56,p38,ce10.0,0.7687,5.27
p38_u56,p38,demucs,0.4722,-5.75
p38_u56,p38,tstnn,0.4617,-5.83
p38_u57,p38,ce0.0,0.3045,11.98
p38_u57,p38,ce10.0,0.7848,6.05
p38_u57,p38,demucs,0.4325,-5.82
p38_u57,p38,tstnn,0.4434,-5.97
p38_u58,p38,ce0.0,0.361,11.47
p38_u58,p38,ce10.0,0.8151,5.87
p38_u58,p38,demucs,0.4423,-5.75
p38_u58,p38,tstnn,0.4949,-5.74
p38_u59,p38,ce0.0,0.3357,11.03
p38_u59,p38,ce10.0,0.827,5.23
p38_u59,p38,demucs,0.4188,-5.51
p38_u59,p38,tstnn,0.4351,-5.74
p38_u60,p38,ce0.0,0.3001,11.65
p38_u60,p38,ce10.0,0.7311,5.72
p38_u60,p38,demucs,0.3851,-5.59
p38_u60,p38,tstnn,0.4204,-5.8
p38_u61,p38,ce0.0,0.2703,12.0
p38_u61,p38,ce10.0,0.6981,5.87
p38_u61,p38,demucs,0.4107,-6.15
p38_u61,p38,tstnn,0.4071,-5.73
p38_u62,p38,ce0.0,0.3159,11.44
p38_u62,p38,ce10.0,0.7644,5.41
p38_u62,p38,demucs,0.4087,-6.04
p38_u62,p38,tstnn,0.4527,-5.58
p38_u63,p38,ce0.0,0.3068,12.48
p38_u63,p38,ce10.0,0.742,5.72
p38_u63,p38,demucs,0.5337,-6.53
p38_u63,p38,tstnn,0.4739,-5.92
p38_u64,p38,ce0.0,0.3207,12.28
p38_u64,p38,ce10.0,0.7938,5.81
p38_u64,p38,demucs,0.4117,-6.32
p38_u64,p38,tstnn,0.4715,-5.46
p38_u65,p38,ce0.0,0.3797,10.31
p38_u65,p38,ce10.0,0.7864,5.31
p38_u65,p38,demucs,0.4639,-6.0
p38_u65,p38,tstnn,0.5092,-5.23
p38_u66,p38,ce0.0,0.3102,11.67
p38_u66,p38,ce10.0,0.7519,5.51
p38_u66,p38,demucs,0.4114,-6.46
p38_u66,p38,tstnn,0.4653,-5.19
p38_u67,p38,ce0.0,0.3202,12.03
p38_u67,p38,ce10.0,0.7429,5.58
p38_u67,p38,demucs,0.4302,-6.34
p38_u67,p38,tstnn,0.4718,-5.29
p38_u68,p38,ce0.0,0.32,11.59
p38_u68,p38,ce10.0,0.7469,5.08
p38_u68,p38,demucs,0.3869,-6.18
p38_u68,p38,tstnn,0.4631,-4.98
p38_u69,p38,ce0.0,0.3133,10.25
p38_u69,p38,ce10.0,0.8029,5.57
p38_u69,p38,demucs,0.3953,-5.74
p38_u69,p38,tstnn,0.4825,-5.44
p38_u70,p38,ce0.0,0.3812,10.89
p38_u70,p38,ce10.0,0.7762,5.35
p38_u70,p38,demucs,0.4669,-6.01
p38_u70,p38,tstnn,0.5111,-5.05
p38_u71,p38,ce0.0,0.3674,10.66
p38_u71,p38,ce10.0,0.7749,5.59
p38_u71,p38,demucs,0.4283,-6.16
p38_u71,p38,tstnn,0.468,-5.54
p38_u72,p38,ce0.0,0.3702,10.26
p38_u72,p38,ce10.0,0.8076,5.32
p38_u72,p38,demucs,0.4579,-6.28
p38_u72,p38,tstnn,0.5002,-5.19
p38_u73,p38,ce0.0,0.3459,11.41
p38_u73,p38,ce10.0,0.7559,5.69
p38_u73,p38,demucs,0.4178,-5.96
p38_u73,p38,tstnn,0.4601,-5.17
p38_u74,p38,ce0.0,0.2964,11.39
p38_u74,p38,ce10.0,0.7519,5.72
p38_u74,p38,demucs,0.4593,-5.73
p38_u74,p38,tstnn,0.4398,-5.56
p38_u75,p38,ce0.0,0.3161,11.06
p38_u75,p38,ce10.0,0.8132,6.14
p38_u75,p38,demucs,0.4049,-5.62
p38_u75,p38,tstnn,0.4768,-5.45
p38_u76,p38,ce0.0,0.3497,10.55
p38_u76,p38,ce10.0,0.7418,5.55
p38_u76,p38,demucs,0.3971,-5.93
p38_u76,p38,tstnn,0.461,-5.52
p38_u77,p38,ce0.0,0.2824,12.21
p38_u77,p38,ce10.0,0.7267,5.51
p38_u77,p38,demucs,0.4211,-6.09
p38_u77,p38,tstnn,0.4105,-5.57
p38_u78,p38,ce0.0,0.3411,9.76
p38_u78,p38,ce10.0,0.7738,5.54
p38_u78,p38,demucs,0.4115,-5.71
p38_u78,p38,tstnn,0.4785,-5.09
p38_u79,p38,ce0.0,0.3197,12.27
p38_u79,p38,ce10.0,0.8148,5.69
p38_u79,p38,demucs,0.5078,-5.87
p38_u79,p38,tstnn,0.5172,-5.7
p38_u80,p38,ce0.0,0.3213,11.68
p38_u80,p38,ce10.0,0.7475,5.6
p38_u80,p38,demucs,0.4085,-5.84
p38_u80,p38,tstnn,0.4655,-5.79
p38_u81,p38,ce0.0,0.3031,10.89
p38_u81,p38,ce10.0,0.7843,5.26
p38_u81,p38,demucs,0.4727,-6.14
p38_u81,p38,tstnn,0.4954,-5.6
p38_u82,p38,ce0.0,0.2984,12.04
p38_u82,p38,ce10.0,0.7722,5.72
p38_u82,p38,demucs,0.4599,-6.45
p38_u82,p38,tstnn,0.4524,-5.48
p38_u83,p38,ce0.0,0.3014,11.61
p38_u83,p38,ce10.0,0.7075,5.89
p38_u83,p38,demucs,0.4726,-5.89
p38_u83,p38,tstnn,0.4458,-5.53
p38_u84,p38,ce0.0,0.3381,11.15
p38_u84,p38,ce10.0,0.7772,5.2
p38_u84,p38,demucs,0.4435,-6.02
p38_u84,p38,tstnn,0.4869,-5.54
p38_u85,p38,ce0.0,0.3755,11.14
p38_u85,p38,ce10.0,0.7655,5.57
p38_u85,p38,demucs,0.4205,-6.19
p38_u85,p38,tstnn,0.487,-5.32
p38_u86,p38,ce0.0,0.3204,11.52
p38_u86,p38,ce10.0,0.7287,5.57
p38_u86,p38,demucs,0.4386,-6.08
p38_u86,p38,tstnn,0.4647,-5.38
p38_u87,p38,ce0.0,0.3504,11.1
p38_u87,p38,ce10.0,0.8056,5.04
p38_u87,p38,demucs,0.4496,-6.06
p38_u87,p38,tstnn,0.4743,-5.43
p38_u88,p38,ce0.0,0.3517,11.93
p38_u88,p38,ce10.0,0.7371,5.5
p38_u88,p38,demucs,0.4797,-5.88
p38_u88,p38,tstnn,0.4832,-5.21
p38_u89,p38,ce0.0,0.3405,11.27
p38_u89,p38,ce10.0,0.765,5.8
p38_u89,p38,demucs,0.5535,-6.31
p38_u89,p38,tstnn,0.5247,-5.34
p38_u90,p38,ce0.0,0.337,11.72
p38_u90,p38,ce10.0,0.7997,5.46
p38_u90,p38,demucs,0.4373,-5.67
p38_u90,p38,tstnn,0.4866,-5.59
p38_u91,p38,ce0.0,0.3594,11.52
p38_u91,p38,ce10.0,0.77,5.47
p38_u91,p38,demucs,0.4583,-6.3
p38_u91,p38,tstnn,0.4669,-5.46
p38_u92,p38,ce0.0,0.3367,10.88
p38_u92,p38,ce10.0,0.7335,5.35
p38_u92,p38,demucs,0.4342,-6.12
p38_u92,p38,tstnn,0.4533,-5.32
p38_u93,p38,ce0.0,0.3351,10.91
p38_u93,p38,ce10.0,0.7513,5.4
p38_u93,p38,demucs,0.4354,-6.26
p38_u93,p38,tstnn,0.4847,-5.4
p38_u94,p38,ce0.0,0.4024,11.22
p38_u94,p38,ce10.0,0.8664,5.46
p38_u94,p38,demucs,0.5658,-5.83
p38_u94,p38,tstnn,0.5564,-5.11
p38_u95,p38,ce0.0,0.344,11.01
p38_u95,p38,ce10.0,0.7395,5.57
p38_u95,p38,demucs,0.4101,-5.89
p38_u95,p38,tstnn,0.4592,-5.21
p38_u96,p38,ce0.0,0.3226,10.88
p38_u96,p38,ce10.0,0.7455,6.06
p38_u96,p38,demucs,0.4968,-6.42
p38_u96,p38,tstnn,0.4431,-5.4
p38_u97,p38,ce0.0,0.3453,10.54
p38_u97,p38,ce10.0,0.7329,5.26
p38_u97,p38,demucs,0.4188,-6.07
p38_u97,p38,tstnn,0.4673,-5.13
p38_u98,p38,ce0.0,0.3436,11.17
p38_u98,p38,ce10.0,0.7729,6.13
p38_u98,p38,demucs,0.4744,-6.37
p38_u98,p38,tstnn,0.4865,-5.38
p38_u99,p38,ce0.0,0.2927,12.83
p38_u99,p38,ce10.0,0.7498,6.21
p38_u99,p38,demucs,0.4411,-6.36
p38_u99,p38,tstnn,0.4782,-5.61
p41_u00,p41,ce0.0,0.295,12.56
p41_u00,p41,ce10.0,0.6937,4.95
p41_u00,p41,demucs,0.4304,-5.35
p41_u00,p41,tstnn,0.4846,-4.83
p41_u01,p41,ce0.0,0.3051,12.17
p41_u01,p41,ce10.0,0.681,4.74
p41_u01,p41,demucs,0.4141,-5.34
p41_u01,p41,tstnn,0.4748,-4.56
p41_u02,p41,ce0.0,0.2946,12.0
p41_u02,p41,ce10.0,0.7013,4.89
p41_u02,p41,demucs,0.3891,-5.58
p41_u02,p41,tstnn,0.4708,-4.8
p41_u03,p41,ce0.0,0.2778,12.76
p41_u03,p41,ce10.0,0.7018,5.17
p41_u03,p41,demucs,0.3678,-5.53
p41_u03,p41,tstnn,0.4393,-4.72
p41_u04,p41,ce0.0,0.301,12.18
p41_u04,p41,ce10.0,0.7034,4.82
p41_u04,p41,demucs,0.3651,-5.78
p41_u04,p41,tstnn,0.4456,-4.76
p41_u05,p41,ce0.0,0.3039,12.36
p41_u05,p41,ce10.0,0.7441,5.27
p41_u05,p41,demucs,0.4226,-5.21
p41_u05,p41,tstnn,0.4774,-4.6
p41_u06,p41,ce0.0,0.3146,12.43
p41_u06,p41,ce10.0,0.6825,5.2
p41_u06,p41,demucs,0.4534,-5.49
p41_u06,p41,tstnn,0.4713,-4.9
p41_u07,p41,ce0.0,0.336,11.2
p41_u07,p41,ce10.0,0.7784,5.65
p41_u07,p41,demucs,0.422,-5.87
p41_u07,p41,tstnn,0.4917,-5.02
p41_u08,p41,ce0.0,0.2818,12.46
p41_u08,p41,ce10.0,0.7016,4.91
p41_u08,p41,demucs,0.3496,-5.51
p41_u08,p41,tstnn,0.45,-4.72
p41_u09,p41,ce0.0,0.3341,11.89
p41_u09,p41,ce10.0,0.7557,5.12
p41_u09,p41,demucs,0.4113,-5.28
p41_u09,p41,tstnn,0.5039,-4.78
p41_u10,p41,ce0.0,0.3266,11.76
p41_u10,p41,ce10.0,0.7853,5.35
p41_u10,p41,demucs,0.4064,-5.28
p41_u10,p41,tstnn,0.5369,-4.71
p41_u11,p41,ce0.0,0.2909,11.86
p41_u11,p41,ce10.0,0.6885,4.44
p41_u11,p41,demucs,0.3943,-5.3
p41_u11,p41,tstnn,0.4581,-4.82
p41_u12,p41,ce0.0,0.2986,11.8
p41_u12,p41,ce10.0,0.6929,5.01
p41_u12,p41,demucs,0.3747,-5.47
p41_u12,p41,tstnn,0.4459,-4.74
p41_u13,p41,ce0.0,0.288,11.94
p41_u13,p41,ce10.0,0.7128,4.67
p41_u13,p41,demucs,0.401,-5.33
p41_u13,p41,tstnn,0.4698,-4.91
p41_u14,p41,ce0.0,0.3107,11.47
p41_u14,p41,ce10.0,0.7108,4.54
p41_u14,p41,demucs,0.4069,-5.46
p41_u14,p41,tstnn,0.4691,-4.82
p41_u15,p41,ce0.0,0.2744,11.72
p41_u15,p41,ce10.0,0.7146,5.28
p41_u15,p41,demucs,0.3444,-5.65
p41_u15,p41,tstnn,0.4292,-5.05
p41_u16,p41,ce0.0,0.2918,11.42
p41_u16,p41,ce10.0,0.7215,4.17
p41_u16,p41,demucs,0.4199,-5.39
p41_u16,p41,tstnn,0.4575,-4.91
p41_u17,p41,ce0.0,0.2808,12.03
p41_u17,p41,ce10.0,0.7018,5.16
p41_u17,p41,demucs,0.4193,-5.29
p41_u17,p41,tstnn,0.4756,-4.85
p41_u18,p41,ce0.0,0.3282,12.3
p41_u18,p41,ce10.0,0.6857,4.56
p41_u18,p41,demucs,0.3975,-5.51
p41_u18,p41,tstnn,0.4773,-4.79
p41_u19,p41,ce0.0,0.3075,12.1
p41_u19,p41,ce10.0,0.7686,5.19
p41_u19,p41,demucs,0.4507,-5.96
p41_u19,p41,tstnn,0.4561,-5.2
p41_u20,p41,ce0.0,0.3178,11.42
p41_u20,p41,ce10.0,0.7504,4.27
p41_u20,p41,demucs,0.4187,-5.47
p41_u20,p41,tstnn,0.4618,-4.71
p41_u21,p41,ce0.0,0.3061,11.6
p41_u21,p41,ce10.0,0.7081,4.77
p41_u21,p41,demucs,0.4194,-4.91
p41_u21,p41,tstnn,0.4726,-4.66
p41_u22,p41,ce0.0,0.2902,12.59
p41_u22,p41,ce10.0,0.6901,5.09
p41_u22,p41,demucs,0.4068,-4.96
p41_u22,p41,tstnn,0.4432,-4.78
p41_u23,p41,ce0.0,0.3482,11.72
p41_u23,p41,ce10.0,0.7327,4.82
p41_u23,p41,demucs,0.4108,-5.7
p41_u23,p41,tstnn,0.447,-5.01
p41_u24,p41,ce0.0,0.3354,11.26
p41_u24,p41,ce10.0,0.7556,4.5
p41_u24,p41,demucs,0.4339,-5.43
p41_u24,p41,tstnn,0.4529,-5.01
p41_u25,p41,ce0.0,0.3029,12.18
p41_u25,p41,ce10.0,0.7162,4.11
p41_u25,p41,demucs,0.4164,-5.42
p41_u25,p41,tstnn,0.4447,-4.78
p41_u26,p41,ce0.0,0.2872,11.4
p41_u26,p41,ce10.0,0.7326,4.75
p41_u26,p41,demucs,0.4038,-5.52
p41_u26,p41,tstnn,0.4485,-4.95
p41_u27,p41,ce0.0,0.3198,11.17
p41_u27,p41,ce10.0,0.7055,4.44
p41_u27,p41,demucs,0.4027,-5.85
p41_u27,p41,tstnn,0.4433,-4.82
p41_u28,p41,ce0.0,0.319,10.92
p41_u28,p41,ce10.0,0.7186,4.31
p41_u28,p41,demucs,0.4427,-5.46
p41_u28,p41,tstnn,0.4405,-4.81
p41_u29,p41,ce0.0,0.2737,12.48
p41_u29,p41,ce10.0,0.6788,4.65
p41_u29,p41,demucs,0.3885,-5.23
p41_u29,p41,tstnn,0.4438,-4.86
p41_u30,p41,ce0.0,0.2843,12.0
p41_u30,p41,ce10.0,0.7226,4.51
p41_u30,p41,demucs,0.4323,-5.86
p41_u30,p41,tstnn,0.4523,-5.08
p41_u31,p41,ce0.0,0.2854,12.75
p41_u31,p41,ce10.0,0.6968,4.99
p41_u31,p41,demucs,0.3622,-4.87
p41_u31,p41,tstnn,0.4283,-4.61
p41_u32,p41,ce0.0,0.2699,12.58
p41_u32,p41,ce10.0,0.6644,4.84
p41_u32,p41,demucs,0.3943,-5.49
p41_u32,p41,tstnn,0.4341,-4.82
p41_u33,p41,ce0.0,0.3064,12.12
p41_u33,p41,ce10.0,0.717,4.39
p41_u33,p41,demucs,0.3943,-5.22
p41_u33,p41,tstnn,0.4586,-4.83
p41_u34,p41,ce0.0,0.2922,12.74
p41_u34,p41,ce10.0,0.7058,4.68
p41_u34,p41,demucs,0.4498,-5.21
p41_u34,p41,tstnn,0.464,-4.51
p41_u35,p41,ce0.0,0.2973,12.69
p41_u35,p41,ce10.0,0.7105,4.63
p41_u35,p41,demucs,0.4316,-5.41
p41_u35,p41,tstnn,0.4626,-4.71
p41_u36,p41,ce0.0,0.3229,12.08
p41_u36,p41,ce10.0,0.7495,5.12
p41_u36,p41,demucs,0.4704,-5.51
p41_u36,p41,tstnn,0.4763,-4.7
p41_u37,p41,ce0.0,0.2894,11.89
p41_u37,p41,ce10.0,0.6986,4.76
p41_u37,p41,demucs,0.3722,-5.14
p41_u37,p41,tstnn,0.4638,-4.45
p41_u38,p41,ce0.0,0.3256,12.66
p41_u38,p41,ce10.0,0.7009,4.86
p41_u38,p41,demucs,0.4084,-5.4
p41_u38,p41,tstnn,0.4727,-4.7
p41_u39,p41,ce0.0,0.3335,12.17
p41_u39,p41,ce10.0,0.709,4.75
p41_u39,p41,demucs,0.3869,-5.68
p41_u39,p41,tstnn,0.4493,-4.79
p41_u40,p41,ce0.0,0.2706,12.07
p41_u40,p41,ce10.0,0.7348,4.54
p41_u40,p41,demucs,0.3813,-5.65
p41_u40,p41,tstnn,0.4639,-5.36
p41_u41,p41,ce0.0,0.3158,12.57
p41_u41,p41,ce10.0,0.7447,4.07
p41_u41,p41,demucs,0.472,-6.0
p41_u41,p41,tstnn,0.445,-5.28
p41_u42,p41,ce0.0,0.2956,11.66
p41_u42,p41,ce10.0,0.7473,4.61
p41_u42,p41,demucs,0.4015,-5.72
p41_u42,p41,tstnn,0.4458,-5.13
p41_u43,p41,ce0.0,0.2844,12.93
p41_u43,p41,ce10.0,0.6436,5.86
p41_u43,p41,demucs,0.404,-5.75
p41_u43,p41,tstnn,0.4106,-5.02
p41_u44,p41,ce0.0,0.2895,12.38
p41_u44,p41,ce10.0,0.719,4.14
p41_u44,p41,demucs,0.4279,-6.14
p41_u44,p41,tstnn,0.4174,-5.26
p41_u45,p41,ce0.0,0.2894,12.93
p41_u45,p41,ce10.0,0.7408,5.44
p41_u45,p41,demucs,0.4106,-5.61
p41_u45,p41,tstnn,0.4678,-5.29
p41_u46,p41,ce0.0,0.3156,11.65
p41_u46,p41,ce10.0,0.7034,4.54
p41_u46,p41,demucs,0.3717,-5.86
p41_u46,p41,tstnn,0.4415,-5.44
p41_u47,p41,ce0.0,0.2904,12.75
p41_u47,p41,ce10.0,0.6835,5.4
p41_u47,p41,demucs,0.3704,-5.52
p41_u47,p41,tstnn,0.4236,-4.96
p41_u48,p41,ce0.0,0.2793,12.62
p41_u48,p41,ce10.0,0.7041,4.41
p41_u48,p41,demucs,0.373,-5.6
p41_u48,p41,tstnn,0.4244,-4.92
p41_u49,p41,ce0.0,0.3356,13.02
p41_u49,p41,ce10.0,0.7621,4.51
p41_u49,p41,demucs,0.3717,-5.79
p41_u49,p41,tstnn,0.4896,-4.98
p41_u50,p41,ce0.0,0.2713,11.5
p41_u50,p41,ce10.0,0.7044,4.37
p41_u50,p41,demucs,0.4505,-5.58
p41_u50,p41,tstnn,0.439,-4.91
p41_u51,p41,ce0.0,0.3024,11.69
p41_u51,p41,ce10.0,0.7296,4.8
p41_u51,p41,demucs,0.4533,-5.91
p41_u51,p41,tstnn,0.4442,-4.96
p41_u52,p41,ce0.0,0.282,11.19
p41_u52,p41,ce10.0,0.7403,4.88
p41_u52,p41,demucs,0.4232,-5.79
p41_u52,p41,tstnn,0.4239,-5.09
p41_u53,p41,ce0.0,0.3626,10.83
p41_u53,p41,ce10.0,0.7591,4.66
p41_u53,p41,demucs,0.4723,-5.81
p41_u53,p41,tstnn,0.4815,-4.84
p41_u54,p41,ce0.0,0.3169,10.95
p41_u54,p41,ce10.0,0.7263,5.38
p41_u54,p41,demucs,0.4595,-5.91
p41_u54,p41,tstnn,0.4573,-5.11
p41_u55,p41,ce0.0,0.2792,11.84
p41_u55,p41,ce10.0,0.7174,4.84
p41_u55,p41,demucs,0.413,-5.78
p41_u55,p41,tstnn,0.4337,-5.05
p41_u56,p41,ce0.0,0.3012,11.69
p41_u56,p41,ce10.0,0.6954,4.68
p41_u56,p41,demucs,0.4037,-5.78
p41_u56,p41,tstnn,0.441,-5.12
p41_u57,p41,ce0.0,0.3757,9.97
p41_u57,p41,ce10.0,0.7696,4.47
p41_u57,p41,demucs,0.5285,-5.99
p41_u57,p41,tstnn,0.4951,-5.05
p41_u58,p41,ce0.0,0.2989,12.2
p41_u58,p41,ce10.0,0.7059,5.01
p41_u58,p41,demucs,0.4086,-5.66
p41_u58,p41,tstnn,0.4553,-4.82
p41_u59,p41,ce0.0,0.2942,10.47
p41_u59,p41,ce10.0,0.7366,4.65
p41_u59,p41,demucs,0.3948,-5.74
p41_u59,p41,tstnn,0.4398,-5.05
p41_u60,p41,ce0.0,0.3183,12.25
p41_u60,p41,ce10.0,0.7435,5.06
p41_u60,p41,demucs,0.394,-5.04
p41_u60,p41,tstnn,0.4491,-4.83
p41_u61,p41,ce0.0,0.3058,12.57
p41_u61,p41,ce10.0,0.7225,4.55
p41_u61,p41,demucs,0.3793,-5.33
p41_u61,p41,tstnn,0.4494,-4.82
p41_u62,p41,ce0.0,0.2832,11.7
p41_u62,p41,ce10.0,0.7174,5.17
p41_u62,p41,demucs,0.3834,-5.14
p41_u62,p41,tstnn,0.4602,-4.64
p41_u63,p41,ce0.0,0.3201,12.2
p41_u63,p41,ce10.0,0.6947,5.1
p41_u63,p41,demucs,0.3917,-5.06
p41_u63,p41,tstnn,0.4428,-4.65
p41_u64,p41,ce0.0,0.3036,12.21
p41_u64,p41,ce10.0,0.7352,5.34
p41_u64,p41,demucs,0.348,-5.1
p41_u64,p41,tstnn,0.4758,-4.59
p41_u65,p41,ce0.0,0.2925,12.49
p41_u65,p41,ce10.0,0.6822,4.64
p41_u65,p41,demucs,0.4046,-4.63
p41_u65,p41,tstnn,0.4486,-4.04
p41_u66,p41,ce0.0,0.2867,12.07
p41_u66,p41,ce10.0,0.6747,4.64
p41_u66,p41,demucs,0.3628,-5.11
p41_u66,p41,tstnn,0.4376,-4.74
p41_u67,p41,ce0.0,0.3042,11.15
p41_u67,p41,ce10.0,0.7078,5.13
p41_u67,p41,demucs,0.4257,-5.31
p41_u67,p41,tstnn,0.4827,-4.68
p41_u68,p41,ce0.0,0.3565,10.81
p41_u68,p41,ce10.0,0.7285,4.72
p41_u68,p41,demucs,0.4611,-5.67
p41_u68,p41,tstnn,0.4781,-4.99
p41_u69,p41,ce0.0,0.3517,10.42
p41_u69,p41,ce10.0,0.7311,5.09
p41_u69,p41,demucs,0.4443,-5.46
p41_u69,p41,tstnn,0.4995,-4.91
p41_u70,p41,ce0.0,0.3011,11.73
p41_u70,p41,ce10.0,0.7191,4.21
p41_u70,p41,demucs,0.4201,-5.58
p41_u70,p41,tstnn,0.4793,-4.72
p41_u71,p41,ce0.0,0.2878,11.39
p41_u71,p41,ce10.0,0.725,4.21
p41_u71,p41,demucs,0.3562,-5.25
p41_u71,p41,tstnn,0.4694,-4.67
p41_u72,p41,ce0.0,0.2702,12.2
p41_u72,p41,ce10.0,0.7367,4.15
p41_u72,p41,demucs,0.3831,-5.14
p41_u72,p41,tstnn,0.4502,-4.58
p41_u73,p41,ce0.0,0.3063,11.56
p41_u73,p41,ce10.0,0.7007,4.88
p41_u73,p41,demucs,0.4005,-5.2
p41_u73,p41,tstnn,0.4435,-4.72
p41_u74,p41,ce0.0,0.332,11.12
p41_u74,p41,ce10.0,0.6924,4.14
p41_u74,p41,demucs,0.3756,-5.88
p41_u74,p41,tstnn,0.4737,-5.26
p41_u75,p41,ce0.0,0.3169,12.22
p41_u75,p41,ce10.0,0.7474,5.04
p41_u75,p41,demucs,0.3447,-5.37
p41_u75,p41,tstnn,0.4835,-4.65
p41_u76,p41,ce0.0,0.3267,11.45
p41_u76,p41,ce10.0,0.7351,3.97
p41_u76,p41,demucs,0.4956,-5.38
p41_u76,p41,tstnn,0.5298,-4.64
p41_u77,p41,ce0.0,0.3352,10.35
p41_u77,p41,ce10.0,0.7538,4.43
p41_u77,p41,demucs,0.4025,-5.85
p41_u77,p41,tstnn,0.4643,-5.17
p41_u78,p41,ce0.0,0.3025,12.19
p41_u78,p41,ce10.0,0.7329,4.96
p41_u78,p41,demucs,0.3999,-5.82
p41_u78,p41,tstnn,0.4454,-4.98
p41_u79,p41,ce0.0,0.3216,12.35
p41_u79,p41,ce10.0,0.7216,4.42
p41_u79,p41,demucs,0.4107,-5.86
p41_u79,p41,tstnn,0.455,-4.81
p41_u80,p41,ce0.0,0.345,11.06
p41_u80,p41,ce10.0,0.7697,4.55
p41_u80,p41,demucs,0.4073,-5.25
p41_u80,p41,tstnn,0.4921,-4.6
p41_u81,p41,ce0.0,0.2972,11.79
p41_u81,p41,ce10.0,0.6858,4.77
p41_u81,p41,demucs,0.4304,-5.82
p41_u81,p41,tstnn,0.443,-5.18
p41_u82,p41,ce0.0,0.3318,10.62
p41_u82,p41,ce10.0,0.7243,4.08
p41_u82,p41,demucs,0.4244,-5.22
p41_u82,p41,tstnn,0.4875,-4.44
p41_u83,p41,ce0.0,0.3407,11.38
p41_u83,p41,ce10.0,0.7297,5.0
p41_u83,p41,demucs,0.3737,-5.46
p41_u83,p41,tstnn,0.4642,-4.71
p41_u84,p41,ce0.0,0.3279,11.75
p41_u84,p41,ce10.0,0.7317,4.85
p41_u84,p41,demucs,0.4506,-5.43
